"","model","alg","pilot","metric","version","variable","value"
"83","hake","RWM",TRUE,"mle","original","Rhat",0.999860191681522
"84","hake","RWM",TRUE,"mle","original","Rhat",1.00030955826094
"85","hake","RWM",TRUE,"mle","original","Rhat",0.999964826746635
"86","hake","RWM",TRUE,"mle","original","Rhat",1.00000604712483
"87","hake","RWM",TRUE,"mle","original","Rhat",0.999762445632129
"88","hake","RWM",TRUE,"mle","original","Rhat",1.00028305560085
"89","hake","RWM",TRUE,"mle","original","Rhat",0.999890944771456
"90","hake","RWM",TRUE,"mle","original","Rhat",1.00010659496416
"91","hake","RWM",TRUE,"mle","original","Rhat",1.00032971218807
"92","hake","RWM",TRUE,"mle","original","Rhat",1.00053530475454
"93","hake","RWM",TRUE,"mle","original","Rhat",0.999784969609969
"94","hake","RWM",TRUE,"mle","original","Rhat",1.000016568976
"95","hake","RWM",TRUE,"mle","original","Rhat",0.999894703856276
"96","hake","RWM",TRUE,"mle","original","Rhat",1.00032786354478
"97","hake","RWM",TRUE,"mle","original","Rhat",1.00014299231222
"98","hake","RWM",TRUE,"mle","original","Rhat",1.00009609141713
"99","hake","RWM",TRUE,"mle","original","Rhat",1.00003173159995
"100","hake","RWM",TRUE,"mle","original","Rhat",1.0004041667467
"101","hake","RWM",TRUE,"mle","original","Rhat",1.00018912238111
"102","hake","RWM",TRUE,"mle","original","Rhat",0.999900084728752
"103","hake","RWM",TRUE,"mle","original","Rhat",1.00011534465688
"104","hake","RWM",TRUE,"mle","original","Rhat",1.00014672400789
"105","hake","RWM",TRUE,"mle","original","Rhat",1.00010390303387
"106","hake","RWM",TRUE,"mle","original","Rhat",0.999700692547214
"107","hake","RWM",TRUE,"mle","original","Rhat",1.00018160430121
"108","hake","RWM",TRUE,"mle","original","Rhat",0.999863017978281
"109","hake","RWM",TRUE,"mle","original","Rhat",0.999806348765013
"110","hake","RWM",TRUE,"mle","original","Rhat",0.999786548652019
"111","hake","RWM",TRUE,"mle","original","Rhat",0.999935544998707
"112","hake","RWM",TRUE,"mle","original","Rhat",1.00013771817091
"113","hake","RWM",TRUE,"mle","original","Rhat",1.00013537352344
"114","hake","RWM",TRUE,"mle","original","Rhat",0.999890768220073
"115","hake","RWM",TRUE,"mle","original","Rhat",0.999923088018944
"116","hake","RWM",TRUE,"mle","original","Rhat",0.999714146189353
"117","hake","RWM",TRUE,"mle","original","Rhat",0.999841892770588
"118","hake","RWM",TRUE,"mle","original","Rhat",0.999974000625124
"119","hake","RWM",TRUE,"mle","original","Rhat",1.0003211616071
"120","hake","RWM",TRUE,"mle","original","Rhat",0.99978453002981
"121","hake","RWM",TRUE,"mle","original","Rhat",1.00047228969882
"122","hake","RWM",TRUE,"mle","original","Rhat",1.00096724602381
"123","hake","RWM",TRUE,"mle","original","Rhat",1.00021681648976
"124","hake","RWM",TRUE,"mle","original","Rhat",1.000217220514
"125","hake","RWM",TRUE,"mle","original","Rhat",0.999860380944536
"126","hake","RWM",TRUE,"mle","original","Rhat",0.999885054078506
"127","hake","RWM",TRUE,"mle","original","Rhat",0.999787965081123
"128","hake","RWM",TRUE,"mle","original","Rhat",0.999837991969421
"129","hake","RWM",TRUE,"mle","original","Rhat",0.999693907091981
"130","hake","RWM",TRUE,"mle","original","Rhat",1.00020298690688
"131","hake","RWM",TRUE,"mle","original","Rhat",1.00064974091906
"132","hake","RWM",TRUE,"mle","original","Rhat",0.999893160188286
"133","hake","RWM",TRUE,"mle","original","Rhat",0.999887117123728
"134","hake","RWM",TRUE,"mle","original","Rhat",1.00068273845561
"135","hake","RWM",TRUE,"mle","original","Rhat",1.00031872642566
"136","hake","RWM",TRUE,"mle","original","Rhat",1.00029933699128
"137","hake","RWM",TRUE,"mle","original","Rhat",0.999936071607353
"138","hake","RWM",TRUE,"mle","original","Rhat",0.99969956224849
"139","hake","RWM",TRUE,"mle","original","Rhat",1.00001251885194
"140","hake","RWM",TRUE,"mle","original","Rhat",1.00076206079915
"141","hake","RWM",TRUE,"mle","original","Rhat",1.00025032250782
"142","hake","RWM",TRUE,"mle","original","Rhat",0.999831976817477
"143","hake","RWM",TRUE,"mle","original","Rhat",1.00008969661612
"144","hake","RWM",TRUE,"mle","original","Rhat",1.00000265679202
"145","hake","RWM",TRUE,"mle","original","Rhat",1.0005992160763
"146","hake","RWM",TRUE,"mle","original","Rhat",1.00050739581349
"147","hake","RWM",TRUE,"mle","original","Rhat",1.00018418754177
"148","hake","RWM",TRUE,"mle","original","Rhat",1.00092878967573
"149","hake","RWM",TRUE,"mle","original","Rhat",0.999730411322017
"150","hake","RWM",TRUE,"mle","original","Rhat",1.00022625872329
"151","hake","RWM",TRUE,"mle","original","Rhat",1.0000025623509
"152","hake","RWM",TRUE,"mle","original","Rhat",0.999955289990364
"153","hake","RWM",TRUE,"mle","original","Rhat",1.00004472851188
"154","hake","RWM",TRUE,"mle","original","Rhat",1.00029261271158
"155","hake","RWM",TRUE,"mle","original","Rhat",1.00019640023299
"156","hake","RWM",TRUE,"mle","original","Rhat",1.00039511314589
"157","hake","RWM",TRUE,"mle","original","Rhat",1.00006386353372
"158","hake","RWM",TRUE,"mle","original","Rhat",1.00000125073865
"159","hake","RWM",TRUE,"mle","original","Rhat",0.99997235702366
"160","hake","RWM",TRUE,"mle","original","Rhat",1.00007805103358
"161","hake","RWM",TRUE,"mle","original","Rhat",1.00003645116212
"162","hake","RWM",TRUE,"mle","original","Rhat",1.0008047820803
"163","hake","RWM",TRUE,"mle","original","Rhat",1.00019335459062
"164","hake","RWM",TRUE,"mle","original","Rhat",1.00019898027841
"165","hake","RWM",TRUE,"mle","original","Rhat",1.00026841495549
"166","hake","RWM",TRUE,"mle","original","Rhat",1.00026356223688
"167","hake","RWM",TRUE,"mle","original","Rhat",1.00073272313082
"168","hake","RWM",TRUE,"mle","original","Rhat",0.999876230963976
"169","hake","RWM",TRUE,"mle","original","Rhat",0.999789823833964
"170","hake","RWM",TRUE,"mle","original","Rhat",1.00001319402173
"171","hake","RWM",TRUE,"mle","original","Rhat",1.00049801254885
"172","hake","RWM",TRUE,"mle","original","Rhat",1.00078475414492
"173","hake","RWM",TRUE,"mle","original","Rhat",0.999958677587798
"174","hake","RWM",TRUE,"mle","original","Rhat",1.00003460815288
"175","hake","RWM",TRUE,"mle","original","Rhat",1.00041464835502
"176","hake","RWM",TRUE,"mle","original","Rhat",0.999925200447532
"177","hake","RWM",TRUE,"mle","original","Rhat",0.999717065996404
"178","hake","RWM",TRUE,"mle","original","Rhat",1.00003085339136
"179","hake","RWM",TRUE,"mle","original","Rhat",1.00016755073658
"180","hake","RWM",TRUE,"mle","original","Rhat",1.00004899640747
"181","hake","RWM",TRUE,"mle","original","Rhat",1.00013801126504
"182","hake","RWM",TRUE,"mle","original","Rhat",1.001097832098
"183","hake","RWM",TRUE,"mle","original","Rhat",1.00026212290679
"184","hake","RWM",TRUE,"mle","original","Rhat",0.999689970154227
"185","hake","RWM",TRUE,"mle","original","Rhat",0.999746397246484
"186","hake","RWM",TRUE,"mle","original","Rhat",0.999712230806224
"187","hake","RWM",TRUE,"mle","original","Rhat",0.999807238629831
"188","hake","RWM",TRUE,"mle","original","Rhat",1.00044596870099
"189","hake","RWM",TRUE,"mle","original","Rhat",1.00050265761321
"190","hake","RWM",TRUE,"mle","original","Rhat",1.00055588889685
"191","hake","RWM",TRUE,"mle","original","Rhat",1.00059119283248
"192","hake","RWM",TRUE,"mle","original","Rhat",1.00026074375929
"193","hake","RWM",TRUE,"mle","original","Rhat",1.00068981480429
"194","hake","RWM",TRUE,"mle","original","Rhat",1.00001919110924
"195","hake","RWM",TRUE,"mle","original","Rhat",0.999906754301152
"196","hake","RWM",TRUE,"mle","original","Rhat",0.99997661253549
"197","hake","RWM",TRUE,"mle","original","Rhat",0.999841075904828
"198","hake","RWM",TRUE,"mle","original","Rhat",1.00039238609053
"199","hake","RWM",TRUE,"mle","original","Rhat",0.999968927287488
"200","hake","RWM",TRUE,"mle","original","Rhat",1.00018532136231
"201","hake","RWM",TRUE,"mle","original","Rhat",1.00057562003959
"202","hake","RWM",TRUE,"mle","original","Rhat",0.999805480895734
"203","hake","RWM",TRUE,"mle","original","Rhat",1.00009133295474
"204","hake","RWM",TRUE,"mle","original","Rhat",1.00031662581776
"205","hake","RWM",TRUE,"mle","original","Rhat",0.999799578354749
"206","hake","RWM",TRUE,"mle","original","Rhat",1.00012653687899
"207","hake","RWM",TRUE,"mle","original","Rhat",0.999959206721585
"208","hake","RWM",TRUE,"mle","original","Rhat",1.00089295377784
"209","hake","RWM",TRUE,"mle","original","Rhat",0.999914657155002
"210","hake","RWM",TRUE,"mle","original","Rhat",0.999769852902433
"211","hake","RWM",TRUE,"mle","original","Rhat",0.999870415287445
"212","hake","RWM",TRUE,"mle","original","Rhat",1.00011450658098
"213","hake","RWM",TRUE,"mle","original","Rhat",0.999821940259078
"214","hake","RWM",TRUE,"mle","original","Rhat",0.999826922824965
"215","hake","RWM",TRUE,"mle","original","Rhat",1.00041046210375
"216","hake","RWM",TRUE,"mle","original","Rhat",0.999750400779208
"217","hake","RWM",TRUE,"mle","original","Rhat",1.0003389854334
"218","hake","RWM",TRUE,"mle","original","Rhat",1.00026756920242
"219","hake","RWM",TRUE,"mle","original","Rhat",1.00120819089839
"220","hake","RWM",TRUE,"mle","original","Rhat",1.00131290963093
"221","hake","RWM",TRUE,"mle","original","Rhat",1.00026116716556
"222","hake","RWM",TRUE,"mle","original","Rhat",0.999740422976327
"223","hake","RWM",TRUE,"mle","original","Rhat",0.999840685771217
"224","hake","RWM",TRUE,"mle","original","Rhat",1.00031161748216
"225","hake","RWM",TRUE,"mle","original","Rhat",1.00010355294718
"226","hake","RWM",TRUE,"mle","original","Rhat",0.999902340714449
"227","hake","RWM",TRUE,"mle","original","Rhat",0.999867364168418
"228","hake","RWM",TRUE,"mle","original","Rhat",0.999907759329788
"229","hake","RWM",TRUE,"mle","original","Rhat",0.999910451438926
"230","hake","RWM",TRUE,"mle","original","Rhat",1.00013578384967
"231","hake","RWM",TRUE,"mle","original","Rhat",1.00046015129598
"232","hake","RWM",TRUE,"mle","original","Rhat",0.999931457844073
"233","hake","RWM",TRUE,"mle","original","Rhat",1.0003365464274
"234","hake","RWM",TRUE,"mle","original","Rhat",1.00002675528947
"235","hake","RWM",TRUE,"mle","original","Rhat",0.99982738380714
"236","hake","RWM",TRUE,"mle","original","Rhat",1.0000700650776
"237","hake","RWM",TRUE,"mle","original","Rhat",1.0001644456964
"238","hake","RWM",TRUE,"mle","original","Rhat",1.00011514349458
"239","hake","RWM",TRUE,"mle","original","Rhat",1.00025453472488
"240","hake","RWM",TRUE,"mle","original","Rhat",1.00020180322002
"241","hake","RWM",TRUE,"mle","original","Rhat",1.00038836802038
"242","hake","RWM",TRUE,"mle","original","Rhat",0.999950248502858
"243","hake","RWM",TRUE,"mle","original","Rhat",1.00208788825343
"244","hake","RWM",TRUE,"mle","original","Rhat",1.00158794521468
"245","hake","RWM",TRUE,"mle","original","Rhat",1.00042239590142
"246","hake","RWM",TRUE,"mle","original","Rhat",1.00012792543625
"247","hake","RWM",TRUE,"mle","original","Rhat",1.00137981895452
"248","hake","RWM",TRUE,"mle","original","Rhat",0.999968347300233
"249","hake","RWM",TRUE,"mle","original","Rhat",1.00001342648531
"250","hake","RWM",TRUE,"mle","original","Rhat",1.00016517731845
"251","hake","RWM",TRUE,"mle","original","Rhat",1.00024280178902
"252","hake","RWM",TRUE,"mle","original","Rhat",0.999847341524083
"253","hake","RWM",TRUE,"mle","original","Rhat",0.999980086311085
"254","hake","RWM",TRUE,"mle","original","Rhat",1.00018257167078
"255","hake","RWM",TRUE,"mle","original","Rhat",1.00016829801479
"256","hake","RWM",TRUE,"mle","original","Rhat",0.999992274869418
"257","hake","RWM",TRUE,"mle","original","Rhat",1.00025876520184
"258","hake","RWM",TRUE,"mle","original","Rhat",0.999942947537839
"259","hake","RWM",TRUE,"mle","original","Rhat",1.00017970802365
"260","hake","RWM",TRUE,"mle","original","Rhat",1.00024418443804
"261","hake","RWM",TRUE,"mle","original","Rhat",1.0000678586825
"262","hake","RWM",TRUE,"mle","original","Rhat",1.00028608661767
"263","hake","RWM",TRUE,"mle","original","Rhat",1.00046693651945
"264","hake","RWM",TRUE,"mle","original","Rhat",1.00082379643549
"265","hake","RWM",TRUE,"mle","original","Rhat",1.00054767462907
"266","hake","RWM",TRUE,"mle","original","Rhat",1.00098632450933
"267","hake","RWM",TRUE,"mle","original","Rhat",1.00049357833767
"268","hake","RWM",TRUE,"mle","original","Rhat",0.999761790849249
"269","hake","RWM",TRUE,"mle","original","Rhat",1.00068666740463
"270","hake","RWM",TRUE,"mle","original","Rhat",1.00037134588751
"271","hake","RWM",TRUE,"mle","original","Rhat",1.00012018715582
"272","hake","RWM",TRUE,"mle","original","Rhat",1.00043687629405
"273","hake","RWM",TRUE,"mle","original","Rhat",1.00056973292326
"274","hake","RWM",TRUE,"mle","original","Rhat",1.0002476764814
"275","hake","RWM",TRUE,"mle","original","Rhat",1.00053930809779
"276","hake","RWM",TRUE,"mle","original","Rhat",1.00136303945636
"277","hake","RWM",TRUE,"mle","original","Rhat",0.999891794521672
"278","hake","RWM",TRUE,"mle","original","Rhat",0.999870037248072
"279","hake","RWM",TRUE,"mle","original","Rhat",1.00044864369216
"280","hake","RWM",TRUE,"mle","original","Rhat",1.00029871935724
"281","hake","RWM",TRUE,"mle","original","Rhat",1.00046290179573
"282","hake","RWM",TRUE,"mle","original","Rhat",1.00028976660144
"283","hake","RWM",TRUE,"mle","original","Rhat",1.00066776783317
"284","hake","RWM",TRUE,"mle","original","Rhat",1.00028864972813
"285","hake","RWM",TRUE,"mle","original","Rhat",1.00018659558405
"286","hake","RWM",TRUE,"mle","original","Rhat",1.00057189916292
"287","hake","RWM",TRUE,"mle","original","Rhat",1.00078868528747
"288","hake","RWM",TRUE,"mle","original","Rhat",0.999960777772201
"289","hake","RWM",TRUE,"mle","original","Rhat",1.00083897407462
"290","hake","RWM",TRUE,"mle","original","Rhat",1.00042060438135
"291","hake","RWM",TRUE,"mle","original","Rhat",1.00011641823668
"292","hake","RWM",TRUE,"mle","original","Rhat",0.999756133928801
"293","hake","RWM",TRUE,"mle","original","Rhat",0.999917228049785
"294","hake","RWM",TRUE,"mle","original","Rhat",0.999671185664599
"295","hake","RWM",TRUE,"mle","original","Rhat",1.00010004962992
"296","hake","RWM",TRUE,"mle","original","Rhat",1.00121399944828
"297","hake","RWM",TRUE,"mle","original","Rhat",0.999976498577971
"298","hake","RWM",TRUE,"mle","original","Rhat",1.00025408013102
"299","hake","RWM",TRUE,"mle","original","Rhat",1.0001354502085
"300","hake","RWM",TRUE,"mle","original","Rhat",1.00016398907429
"301","hake","RWM",TRUE,"mle","original","Rhat",0.999860191681522
"302","hake","RWM",TRUE,"mle","original","Rhat",1.00030955826094
"303","hake","RWM",TRUE,"mle","original","Rhat",0.999964826746635
"304","hake","RWM",TRUE,"mle","original","Rhat",1.00000604712483
"305","hake","RWM",TRUE,"mle","original","Rhat",0.999762445632129
"306","hake","RWM",TRUE,"mle","original","Rhat",1.00028305560085
"307","hake","RWM",TRUE,"mle","original","Rhat",0.999890944771456
"308","hake","RWM",TRUE,"mle","original","Rhat",1.00010659496416
"309","hake","RWM",TRUE,"mle","original","Rhat",1.00032971218807
"310","hake","RWM",TRUE,"mle","original","Rhat",1.00053530475454
"311","hake","RWM",TRUE,"mle","original","Rhat",0.999784969609969
"312","hake","RWM",TRUE,"mle","original","Rhat",1.000016568976
"313","hake","RWM",TRUE,"mle","original","Rhat",0.999894703856276
"314","hake","RWM",TRUE,"mle","original","Rhat",1.00032786354478
"315","hake","RWM",TRUE,"mle","original","Rhat",1.00014299231222
"316","hake","RWM",TRUE,"mle","original","Rhat",1.00009609141713
"317","hake","RWM",TRUE,"mle","original","Rhat",1.00003173159995
"318","hake","RWM",TRUE,"mle","original","Rhat",1.0004041667467
"319","hake","RWM",TRUE,"mle","original","Rhat",1.00018912238111
"320","hake","RWM",TRUE,"mle","original","Rhat",0.999900084728752
"321","hake","RWM",TRUE,"mle","original","Rhat",1.00011534465688
"322","hake","RWM",TRUE,"mle","original","Rhat",1.00014672400789
"323","hake","RWM",TRUE,"mle","original","Rhat",1.00010390303387
"324","hake","RWM",TRUE,"mle","original","Rhat",0.999700692547214
"325","hake","RWM",TRUE,"mle","original","Rhat",1.00018160430121
"326","hake","RWM",TRUE,"mle","original","Rhat",0.999863017978281
"327","hake","RWM",TRUE,"mle","original","Rhat",0.999806348765013
"328","hake","RWM",TRUE,"mle","original","Rhat",0.999786548652019
"329","hake","RWM",TRUE,"mle","original","Rhat",0.999935544998707
"330","hake","RWM",TRUE,"mle","original","Rhat",1.00013771817091
"331","hake","RWM",TRUE,"mle","original","Rhat",1.00013537352344
"332","hake","RWM",TRUE,"mle","original","Rhat",0.999890768220073
"333","hake","RWM",TRUE,"mle","original","Rhat",0.999923088018944
"334","hake","RWM",TRUE,"mle","original","Rhat",0.999714146189353
"335","hake","RWM",TRUE,"mle","original","Rhat",0.999841892770588
"336","hake","RWM",TRUE,"mle","original","Rhat",0.999974000625124
"337","hake","RWM",TRUE,"mle","original","Rhat",1.0003211616071
"338","hake","RWM",TRUE,"mle","original","Rhat",0.99978453002981
"339","hake","RWM",TRUE,"mle","original","Rhat",1.00047228969882
"340","hake","RWM",TRUE,"mle","original","Rhat",1.00096724602381
"341","hake","RWM",TRUE,"mle","original","Rhat",1.00021681648976
"342","hake","RWM",TRUE,"mle","original","Rhat",1.000217220514
"343","hake","RWM",TRUE,"mle","original","Rhat",0.999860380944536
"344","hake","RWM",TRUE,"mle","original","Rhat",0.999885054078506
"345","hake","RWM",TRUE,"mle","original","Rhat",0.999787965081123
"346","hake","RWM",TRUE,"mle","original","Rhat",0.999837991969421
"347","hake","RWM",TRUE,"mle","original","Rhat",0.999693907091981
"348","hake","RWM",TRUE,"mle","original","Rhat",1.00020298690688
"349","hake","RWM",TRUE,"mle","original","Rhat",1.00064974091906
"350","hake","RWM",TRUE,"mle","original","Rhat",0.999893160188286
"351","hake","RWM",TRUE,"mle","original","Rhat",0.999887117123728
"352","hake","RWM",TRUE,"mle","original","Rhat",1.00068273845561
"353","hake","RWM",TRUE,"mle","original","Rhat",1.00031872642566
"354","hake","RWM",TRUE,"mle","original","Rhat",1.00029933699128
"355","hake","RWM",TRUE,"mle","original","Rhat",0.999936071607353
"356","hake","RWM",TRUE,"mle","original","Rhat",0.99969956224849
"357","hake","RWM",TRUE,"mle","original","Rhat",1.00001251885194
"358","hake","RWM",TRUE,"mle","original","Rhat",1.00076206079915
"359","hake","RWM",TRUE,"mle","original","Rhat",1.00025032250782
"360","hake","RWM",TRUE,"mle","original","Rhat",0.999831976817477
"361","hake","RWM",TRUE,"mle","original","Rhat",1.00008969661612
"362","hake","RWM",TRUE,"mle","original","Rhat",1.00000265679202
"363","hake","RWM",TRUE,"mle","original","Rhat",1.0005992160763
"364","hake","RWM",TRUE,"mle","original","Rhat",1.00050739581349
"365","hake","RWM",TRUE,"mle","original","Rhat",1.00018418754177
"366","hake","RWM",TRUE,"mle","original","Rhat",1.00092878967573
"367","hake","RWM",TRUE,"mle","original","Rhat",0.999730411322017
"368","hake","RWM",TRUE,"mle","original","Rhat",1.00022625872329
"369","hake","RWM",TRUE,"mle","original","Rhat",1.0000025623509
"370","hake","RWM",TRUE,"mle","original","Rhat",0.999955289990364
"371","hake","RWM",TRUE,"mle","original","Rhat",1.00004472851188
"372","hake","RWM",TRUE,"mle","original","Rhat",1.00029261271158
"373","hake","RWM",TRUE,"mle","original","Rhat",1.00019640023299
"374","hake","RWM",TRUE,"mle","original","Rhat",1.00039511314589
"375","hake","RWM",TRUE,"mle","original","Rhat",1.00006386353372
"376","hake","RWM",TRUE,"mle","original","Rhat",1.00000125073865
"377","hake","RWM",TRUE,"mle","original","Rhat",0.99997235702366
"378","hake","RWM",TRUE,"mle","original","Rhat",1.00007805103358
"379","hake","RWM",TRUE,"mle","original","Rhat",1.00003645116212
"380","hake","RWM",TRUE,"mle","original","Rhat",1.0008047820803
"381","hake","RWM",TRUE,"mle","original","Rhat",1.00019335459062
"382","hake","RWM",TRUE,"mle","original","Rhat",1.00019898027841
"383","hake","RWM",TRUE,"mle","original","Rhat",1.00026841495549
"384","hake","RWM",TRUE,"mle","original","Rhat",1.00026356223688
"385","hake","RWM",TRUE,"mle","original","Rhat",1.00073272313082
"386","hake","RWM",TRUE,"mle","original","Rhat",0.999876230963976
"387","hake","RWM",TRUE,"mle","original","Rhat",0.999789823833964
"388","hake","RWM",TRUE,"mle","original","Rhat",1.00001319402173
"389","hake","RWM",TRUE,"mle","original","Rhat",1.00049801254885
"390","hake","RWM",TRUE,"mle","original","Rhat",1.00078475414492
"391","hake","RWM",TRUE,"mle","original","Rhat",0.999958677587798
"392","hake","RWM",TRUE,"mle","original","Rhat",1.00003460815288
"393","hake","RWM",TRUE,"mle","original","Rhat",1.00041464835502
"394","hake","RWM",TRUE,"mle","original","Rhat",0.999925200447532
"395","hake","RWM",TRUE,"mle","original","Rhat",0.999717065996404
"396","hake","RWM",TRUE,"mle","original","Rhat",1.00003085339136
"397","hake","RWM",TRUE,"mle","original","Rhat",1.00016755073658
"398","hake","RWM",TRUE,"mle","original","Rhat",1.00004899640747
"399","hake","RWM",TRUE,"mle","original","Rhat",1.00013801126504
"400","hake","RWM",TRUE,"mle","original","Rhat",1.001097832098
"401","hake","RWM",TRUE,"mle","original","Rhat",1.00026212290679
"402","hake","RWM",TRUE,"mle","original","Rhat",0.999689970154227
"403","hake","RWM",TRUE,"mle","original","Rhat",0.999746397246484
"404","hake","RWM",TRUE,"mle","original","Rhat",0.999712230806224
"405","hake","RWM",TRUE,"mle","original","Rhat",0.999807238629831
"406","hake","RWM",TRUE,"mle","original","Rhat",1.00044596870099
"407","hake","RWM",TRUE,"mle","original","Rhat",1.00050265761321
"408","hake","RWM",TRUE,"mle","original","Rhat",1.00055588889685
"409","hake","RWM",TRUE,"mle","original","Rhat",1.00059119283248
"410","hake","RWM",TRUE,"mle","original","Rhat",1.00026074375929
